FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr,FundingInstrumentGa
Careers,120000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,130000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,103000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,90600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,119000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,112000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,120680,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,113440,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,115600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,128600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,120300,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,80100,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,119168,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,124000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,134800,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,107967,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,101000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,116000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,110600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,89900,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,75840,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,101400,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,110000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,117600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,122000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,116600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,96600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,132000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,116479,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,115200,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,108600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,120000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,114300,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,82800,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,119040,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,116490,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,129000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,102000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,110600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,153550,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,110600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,103600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,126600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,172800,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,81000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,87500,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,128600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,114000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,112000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,98600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,110000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,105600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,106000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,112000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,96000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,126635,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,120300,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,149750,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,86100,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,122160,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,121200,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,100600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,160020,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,112600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,131050,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,123065,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,87600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,122000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,82500,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,109700,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,106600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,132000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,110000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,108000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,126000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,104400,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,76580,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,119000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,109000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,108432,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,126600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,112000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,129580,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,128000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,116270,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,106600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,154100,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,169000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,147480,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,104600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,122000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,166100,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,108400,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,120000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,115600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,130000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,104100,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,114600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,128730,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,100000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,130000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,108273,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,103000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,98950,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,87000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,96000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,96000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,120000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,116000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,99600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,114600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,130000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,109200,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,160100,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,79500,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,121000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,130000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,106450,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,116600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,125030,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,130000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,130000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,117000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,99600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,79660,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,116000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,106600,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,109650,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,93000,Fellowships,Stipendien,Bourses ,Postdoc.Mobility
Careers,146692,MD-PhD fellowships,MD-PhD-Stipendien,Bourses MD-PhD,MD-PhD fellowships (funded by SNSF)
Careers,189900,MD-PhD fellowships,MD-PhD-Stipendien,Bourses MD-PhD,MD-PhD fellowships (funded by SNSF)
Careers,188250,MD-PhD fellowships,MD-PhD-Stipendien,Bourses MD-PhD,MD-PhD fellowships (funded by SNSF)
Careers,203112,MD-PhD fellowships,MD-PhD-Stipendien,Bourses MD-PhD,MD-PhD fellowships (funded by SNSF)
Careers,191553,MD-PhD fellowships,MD-PhD-Stipendien,Bourses MD-PhD,MD-PhD fellowships (funded by SNSF)
Careers,188250,MD-PhD fellowships,MD-PhD-Stipendien,Bourses MD-PhD,MD-PhD fellowships (funded by SNSF)
Careers,191553,MD-PhD fellowships,MD-PhD-Stipendien,Bourses MD-PhD,MD-PhD fellowships (funded by SNSF)
Careers,697209,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,782002,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,189715,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,399995,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,764053,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,331895,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,795397,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,800000,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,521499,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,800000,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,799729,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,780060,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,793763,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,793560,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,672530,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,799008,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,628900,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,613355,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,651880,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,408953,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,600640,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Careers,731564,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS,SNSF Professorships
Science communication,109225,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9984,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,13000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,10500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,6240,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,10500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,11322,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,22200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,14100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,4850,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,12700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,4100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,4600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,19600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,20666,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,4734,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,20000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,3990,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7380,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,5400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,14996,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,3393,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,110000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,6600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,12800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,14800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,77000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,13500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,19500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,110000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,4950,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,36500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,8250,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,12100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,24940,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,12500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,110000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,5650,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,3400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,56000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,8500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,110000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,12500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,18700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,28800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,110000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,5000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,8100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,85000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,6640,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,20000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,11367,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,20000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,14900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,100056,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,14500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,97000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,97000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,6700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,85081,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,10320,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,110000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,17000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,110000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,100000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,4700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,4985,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,20000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9950,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,4800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,108475,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,13200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,2600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,11400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,16500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,16584,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,14700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,17000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7059,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,50000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,109225,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,5000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,6000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,3150,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,110000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,16500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,8600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,27000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,8900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,109225,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,8100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,2600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,6600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,12180,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,6700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,100744,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,8800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,110000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,103300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,11850,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,6720,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,19694,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,12100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,18500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,6050,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,24950,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,2200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,110000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,24940,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,2500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,60000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,24200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,14387,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,27600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,19500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,21500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,27000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,3500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,16500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,59952,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,2920,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
